date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:53:22	88943/88943	---M--	200	added ('OK')	image/jpeg	etag:%2298e639282897aa1ce3a44c7b89f1f041%22	https://smartmatertech.weebly.com/uploads/1/3/2/8/132868807/sponge-4-months_orig.jpg	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/uploads/1/3/2/8/132868807/sponge-4-months_orig.jpg	(from https://smartmatertech.weebly.com/programming-conditions.html)
02:53:23	55892/55892	---M--	200	added ('OK')	image/jpeg	etag:%22014d444eb147a7c7622c0f6da105cce3%22	https://smartmatertech.weebly.com/uploads/1/3/2/8/132868807/published/drawingregrthtyhyr1.jpg?1709053414	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/uploads/1/3/2/8/132868807/published/drawingregrthtyhyr11753.jpg	(from https://smartmatertech.weebly.com/programming-conditions.html)
02:53:23	172321/172321	---M--	200	added ('OK')	image/png	etag:%22a6ffbc2b44cd818a0e05c72d9f76b312%22	https://smartmatertech.weebly.com/uploads/1/3/2/8/132868807/melamine-2mm-cube_orig.png	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/uploads/1/3/2/8/132868807/melamine-2mm-cube_orig.png	(from https://smartmatertech.weebly.com/programming-conditions.html)
02:53:23	23660/23660	---M--	200	added ('OK')	image/png	etag:%22eed9379fe5b0425c35ba35ca5a7fadc1%22	https://smartmatertech.weebly.com/uploads/1/3/2/8/132868807/melamine-englarged.png?250	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/uploads/1/3/2/8/132868807/melamine-englarged6c98.png	(from https://smartmatertech.weebly.com/programming-conditions.html)
02:53:24	43917/43917	---M--	200	added ('OK')	image/jpeg	etag:%22736a2bfe54e4e4b9f17913195af2fa9d%22	https://smartmatertech.weebly.com/uploads/1/3/2/8/132868807/published/eva-insole-long-term.jpg?1700928441	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/uploads/1/3/2/8/132868807/published/eva-insole-long-termfc59.jpg	(from https://smartmatertech.weebly.com/programming-conditions.html)
02:53:24	31493/31493	---M--	200	added ('OK')	image/jpeg	etag:%22ace8dc8e9193791fdd6003cfb6fea8f8%22	https://smartmatertech.weebly.com/uploads/1/3/2/8/132868807/published/eva-insole-room-t.jpg?1700928449	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/uploads/1/3/2/8/132868807/published/eva-insole-room-tc773.jpg	(from https://smartmatertech.weebly.com/programming-conditions.html)
02:53:24	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jul%202026%2018:51:00%20GMT	https://smartmatertech.weebly.com/%22/uploads/1/3/2/8/132868807/background-images/26193690.jpg%22	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/_/uploads/1/3/2/8/132868807/background-images/26193690.jpg_	(from https://smartmatertech.weebly.com/programming-conditions.html)
02:53:24	67315/67315	---M--	200	added ('OK')	image/jpeg	etag:%224b590bc3f25cd6bb1162308ab96b8432%22	https://smartmatertech.weebly.com/uploads/1/3/2/8/132868807/pu-room-recovery_orig.jpg	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/uploads/1/3/2/8/132868807/pu-room-recovery_orig.jpg	(from https://smartmatertech.weebly.com/programming-conditions.html)
02:53:25	115239/115239	---M--	200	added ('OK')	image/jpeg	etag:%22b542c8d565a4ad0a71f64f811729b4c0%22	https://smartmatertech.weebly.com/uploads/1/3/2/8/132868807/published/pu-20160119.jpg?1700928897	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/uploads/1/3/2/8/132868807/published/pu-201601190a2a.jpg	(from https://smartmatertech.weebly.com/programming-conditions.html)
02:53:25	182374/182374	---M--	200	added ('OK')	image/jpeg	etag:%22fa04d1eadd687d0968b7847d11e21ccb%22	https://smartmatertech.weebly.com/uploads/1/3/2/8/132868807/cda4fb97036f1ead5bc3808660e41e3_orig.jpg	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/uploads/1/3/2/8/132868807/cda4fb97036f1ead5bc3808660e41e3_orig.jpg	(from https://smartmatertech.weebly.com/programming-conditions.html)
02:53:25	31122/31122	---M--	200	added ('OK')	image/jpeg	etag:%22d9c358933cacd9ef79c1fc7c25e48433%22	https://smartmatertech.weebly.com/uploads/1/3/2/8/132868807/clipboard01before-and-after-folding-1_orig.jpg	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/uploads/1/3/2/8/132868807/clipboard01before-and-after-folding-1_orig.jpg	(from https://smartmatertech.weebly.com/programming-conditions.html)
02:53:26	62587/62587	---M--	200	added ('OK')	image/jpeg	etag:%22fccdf63199dda4133dd1de69ad07b99e%22	https://smartmatertech.weebly.com/uploads/1/3/2/8/132868807/published/drawing120201211a.jpg?1700928258	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/uploads/1/3/2/8/132868807/published/drawing120201211a6977.jpg	(from https://smartmatertech.weebly.com/programming-conditions.html)
02:53:26	136915/136915	---M--	200	added ('OK')	image/jpeg	etag:%22e8035dd3e6e734732159169474caf5f1%22	https://smartmatertech.weebly.com/uploads/1/3/2/8/132868807/pvc-comparison_orig.jpg	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/uploads/1/3/2/8/132868807/pvc-comparison_orig.jpg	(from https://smartmatertech.weebly.com/programming-conditions.html)
02:53:26	405809/405809	---M--	200	added ('OK')	image/png	etag:%227a2952e52cba13a8864cd0a830127e03%22	https://smartmatertech.weebly.com/uploads/1/3/2/8/132868807/polymers-11-01978-g003_orig.png	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/uploads/1/3/2/8/132868807/polymers-11-01978-g003_orig.png	(from https://smartmatertech.weebly.com/programming-conditions.html)
02:53:27	24604/24604	---M--	200	added ('OK')	image/webp	etag:%22130939722c1056f2c01ff7be51e232f6%22	https://smartmatertech.weebly.com/uploads/1/3/2/8/132868807/published/polymers-11-01978-g004-550.webp?1702115071	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/uploads/1/3/2/8/132868807/published/polymers-11-01978-g004-5507373.webp	(from https://smartmatertech.weebly.com/programming-conditions.html)
02:53:27	23848/23848	---M--	200	added ('OK')	image/webp	etag:%2269e35948b35b7a02be0685d9dbf171ea%22	https://smartmatertech.weebly.com/uploads/1/3/2/8/132868807/published/polymers-11-01978-g005-550.webp?1702115155	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/uploads/1/3/2/8/132868807/published/polymers-11-01978-g005-550fa4f.webp	(from https://smartmatertech.weebly.com/programming-conditions.html)
02:53:27	71982/71982	---M--	200	added ('OK')	image/jpeg	etag:%221da4f29e5666df5ed58983989b2ebf0c%22	https://smartmatertech.weebly.com/uploads/1/3/2/8/132868807/polymers-11-01978-g006-550_orig.jpg	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/uploads/1/3/2/8/132868807/polymers-11-01978-g006-550_orig.jpg	(from https://smartmatertech.weebly.com/programming-conditions.html)
02:53:28	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jul%202026%2018:51:03%20GMT	https://smartmatertech.weebly.com/%22/uploads/1/3/2/8/132868807/background-images/77271333.jpg%22	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/_/uploads/1/3/2/8/132868807/background-images/77271333.jpg_	(from https://smartmatertech.weebly.com/temperature-memory-effect-in-dsc.html)
02:53:28	66266/66266	---M--	200	added ('OK')	image/jpeg	etag:%220fdc06428f05a8414cc90d9eb15060c4%22	https://smartmatertech.weebly.com/uploads/1/3/2/8/132868807/buckling-of-eva-upon-cooling_orig.jpg	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/uploads/1/3/2/8/132868807/buckling-of-eva-upon-cooling_orig.jpg	(from https://smartmatertech.weebly.com/buckling-2283331283.html)
02:53:28	87800/87800	---M--	200	added ('OK')	image/jpeg	etag:%2208a96e8c54baae7a078e0328de9e3561%22	https://smartmatertech.weebly.com/uploads/1/3/2/8/132868807/published/23ff97ef8e273b986d7a67eb2503533.jpg?1719591896	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/uploads/1/3/2/8/132868807/published/23ff97ef8e273b986d7a67eb2503533f662.jpg	(from https://smartmatertech.weebly.com/buckling-2283331283.html)
02:53:28	150295/150295	---M--	200	added ('OK')	image/gif	etag:%223f8ba9405bcfd7ea992a6bb46ef30615%22	https://smartmatertech.weebly.com/uploads/1/3/2/8/132868807/one-way-and-two-way-buckling-smp-20260604_orig.gif	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/uploads/1/3/2/8/132868807/one-way-and-two-way-buckling-smp-20260604_orig.gif	(from https://smartmatertech.weebly.com/buckling-2283331283.html)
02:53:29	40415/40415	---M--	200	added ('OK')	image/jpeg	etag:%22fb900b9c704e4b2f86d234637e5d8d3e%22	https://smartmatertech.weebly.com/uploads/1/3/2/8/132868807/c930de64b9895d848dfb5112887690ed_orig.jpeg	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/uploads/1/3/2/8/132868807/c930de64b9895d848dfb5112887690ed_orig.jpg	(from https://smartmatertech.weebly.com/buckling-2283331283.html)
02:53:29	69301/69301	---M--	200	added ('OK')	image/jpeg	etag:%22da614a6ca6b4976b54cafcc4e9d4dd11%22	https://smartmatertech.weebly.com/uploads/1/3/2/8/132868807/clipboard01-20250504a_orig.jpg	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/uploads/1/3/2/8/132868807/clipboard01-20250504a_orig.jpg	(from https://smartmatertech.weebly.com/buckling-2283331283.html)
02:53:29	54245/54245	---M--	200	added ('OK')	image/jpeg	etag:%227d0bab673d924317c498864805d8df5a%22	https://smartmatertech.weebly.com/uploads/1/3/2/8/132868807/photo-2024-08-14-16-27-07_orig.jpg	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/uploads/1/3/2/8/132868807/photo-2024-08-14-16-27-07_orig.jpg	(from https://smartmatertech.weebly.com/buckling-2283331283.html)
02:53:30	75552/75552	---M--	200	added ('OK')	image/jpeg	etag:%22744a0790e8b8de549907502802842ffb%22	https://smartmatertech.weebly.com/uploads/1/3/2/8/132868807/photo-2024-08-14-16-27-13_orig.jpg	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/uploads/1/3/2/8/132868807/photo-2024-08-14-16-27-13_orig.jpg	(from https://smartmatertech.weebly.com/buckling-2283331283.html)
02:53:30	56327/56327	---M--	200	added ('OK')	image/jpeg	etag:%22a3ac37074dbaad0cddc86ae92bdadd01%22	https://smartmatertech.weebly.com/uploads/1/3/2/8/132868807/photo-2024-08-14-16-27-17_orig.jpg	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/uploads/1/3/2/8/132868807/photo-2024-08-14-16-27-17_orig.jpg	(from https://smartmatertech.weebly.com/buckling-2283331283.html)
02:53:30	53579/53579	---M--	200	added ('OK')	image/jpeg	etag:%22c0b3008f20641f4d674433722aefc388%22	https://smartmatertech.weebly.com/uploads/1/3/2/8/132868807/published/img-20250917-135243.jpg?1758095203	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/uploads/1/3/2/8/132868807/published/img-20250917-135243fea1.jpg	(from https://smartmatertech.weebly.com/buckling-2283331283.html)
02:53:30	244314/244314	---M--	200	added ('OK')	image/gif	etag:%224c0104abd87c56f680853659cdf5c853%22	https://smartmatertech.weebly.com/uploads/1/3/2/8/132868807/one-two-way-buckling-sma1_orig.gif	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/uploads/1/3/2/8/132868807/one-two-way-buckling-sma1_orig.gif	(from https://smartmatertech.weebly.com/buckling-2283331283.html)
02:53:31	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jul%202026%2018:51:06%20GMT	https://smartmatertech.weebly.com/%22/uploads/1/3/2/8/132868807/background-images/1425300269.jpg%22	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/_/uploads/1/3/2/8/132868807/background-images/1425300269.jpg_	(from https://smartmatertech.weebly.com/buckling-2283331283.html)
02:53:31	83596/83596	---M--	200	added ('OK')	image/jpeg	etag:%2262b8db48a560ca4f77daa0c4fe6bf071%22	https://smartmatertech.weebly.com/uploads/1/3/2/8/132868807/3d-printed-threads-w-wo-heating-via-hairdryer_orig.jpg	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/uploads/1/3/2/8/132868807/3d-printed-threads-w-wo-heating-via-hairdryer_orig.jpg	(from https://smartmatertech.weebly.com/buckling-2283331283.html)
02:53:31	53805/53805	---M--	200	added ('OK')	image/jpeg	etag:%2287e4dad18ba7ed6eee300db7b1334fcd%22	https://smartmatertech.weebly.com/uploads/1/3/2/8/132868807/published/tm3030-x2-5k-5520-900-3.jpg?1666428818	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/uploads/1/3/2/8/132868807/published/tm3030-x2-5k-5520-900-31eb3.jpg	(from https://smartmatertech.weebly.com/buckling-2283331283.html)
02:53:32	50904/50904	---M--	200	added ('OK')	image/jpeg	etag:%22b92a44bf3eea567142c342b6c1c0b6bf%22	https://smartmatertech.weebly.com/uploads/1/3/2/8/132868807/published/tm3030-x2-0k.jpg?1666428832	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/uploads/1/3/2/8/132868807/published/tm3030-x2-0k6a34.jpg	(from https://smartmatertech.weebly.com/buckling-2283331283.html)
02:53:32	132524/132524	---M--	200	added ('OK')	image/jpeg	etag:%22863c3d5c5c32cb5b92daea9600bb13be%22	https://smartmatertech.weebly.com/uploads/1/3/2/8/132868807/editor/img-20211216-162714.jpg?1700821713	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/uploads/1/3/2/8/132868807/editor/img-20211216-1627146c76.jpg	(from https://smartmatertech.weebly.com/buckling-2283331283.html)
02:53:32	161560/161560	---M--	200	added ('OK')	image/jpeg	etag:%22cdb6dea1491695511199a4c4bb290c95%22	https://smartmatertech.weebly.com/uploads/1/3/2/8/132868807/published/img-20211216-162700.jpg?1700821760	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/uploads/1/3/2/8/132868807/published/img-20211216-162700536b.jpg	(from https://smartmatertech.weebly.com/buckling-2283331283.html)
02:53:32	228951/228951	---M--	200	added ('OK')	image/jpeg	etag:%22c758e582694e00bc49ff4399e812c03c%22	https://smartmatertech.weebly.com/uploads/1/3/2/8/132868807/img-20231124-014404_orig.jpg	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/uploads/1/3/2/8/132868807/img-20231124-014404_orig.jpg	(from https://smartmatertech.weebly.com/buckling-2283331283.html)
02:53:33	85227/85227	---M--	200	added ('OK')	image/jpeg	etag:%2209cf3e5f8885a09fd1c334f91634d25a%22	https://smartmatertech.weebly.com/uploads/1/3/2/8/132868807/clipboard012sxdwecefrvrgtynumjiu_orig.jpg	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/uploads/1/3/2/8/132868807/clipboard012sxdwecefrvrgtynumjiu_orig.jpg	(from https://smartmatertech.weebly.com/buckling-2283331283.html)
02:53:33	5395/5395	---M--	200	added ('OK')	image/jpeg	etag:%22c29a0bd19a455fb91c3e84b371376bb9%22	https://smartmatertech.weebly.com/uploads/1/3/2/8/132868807/published/dscf1193.jpg?1596698422	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/uploads/1/3/2/8/132868807/published/dscf11938574.jpg	(from https://smartmatertech.weebly.com/buckling-2283331283.html)
02:53:33	65437/65437	---M--	200	added ('OK')	image/jpeg	etag:%223722fbab2dcb4060b0db3d565e91908d%22	https://smartmatertech.weebly.com/uploads/1/3/2/8/132868807/bbbc397547919ede0ce8a757ba31021_orig.jpg	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/uploads/1/3/2/8/132868807/bbbc397547919ede0ce8a757ba31021_orig.jpg	(from https://smartmatertech.weebly.com/buckling-2283331283.html)
02:53:34	70049/70049	---M--	200	added ('OK')	image/jpeg	etag:%2201d80db4e91407f379e70ff8aeecd199%22	https://smartmatertech.weebly.com/uploads/1/3/2/8/132868807/385d74015d0a25d811879c6c48d17dd_orig.jpg	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/uploads/1/3/2/8/132868807/385d74015d0a25d811879c6c48d17dd_orig.jpg	(from https://smartmatertech.weebly.com/buckling-2283331283.html)
02:53:34	54032/54032	---M--	200	added ('OK')	image/jpeg	etag:%22a4442e74f2c93fe3871a1d89f9479952%22	https://smartmatertech.weebly.com/uploads/1/3/2/8/132868807/833a1eed2f657547f6dadaf26917fc2-1_orig.jpg	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/uploads/1/3/2/8/132868807/833a1eed2f657547f6dadaf26917fc2-1_orig.jpg	(from https://smartmatertech.weebly.com/buckling-2283331283.html)
02:53:34	108756/108756	---M--	200	added ('OK')	image/jpeg	etag:%229ef25b3e62d4ff375630e4a1a9abe167%22	https://smartmatertech.weebly.com/uploads/1/3/2/8/132868807/acfb1c6f3d805765ae2272d0b6321c8b_orig.jpg	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/uploads/1/3/2/8/132868807/acfb1c6f3d805765ae2272d0b6321c8b_orig.jpg	(from https://smartmatertech.weebly.com/buckling-2283331283.html)
02:53:35	67711/67711	---M--	200	added ('OK')	image/jpeg	etag:%22443bb445627740c52a14212b6b475d1a%22	https://smartmatertech.weebly.com/uploads/1/3/2/8/132868807/published/bcbda209654f6c88128ad7236d88e83.jpg?1624993200	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/uploads/1/3/2/8/132868807/published/bcbda209654f6c88128ad7236d88e8394aa.jpg	(from https://smartmatertech.weebly.com/buckling-2283331283.html)
02:53:35	76037/76037	---M--	200	added ('OK')	image/jpeg	etag:%223a789414de49337acd38d284c54f424c%22	https://smartmatertech.weebly.com/uploads/1/3/2/8/132868807/f1b6798f7f6372ae1c226e66c662a13_orig.jpg	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/uploads/1/3/2/8/132868807/f1b6798f7f6372ae1c226e66c662a13_orig.jpg	(from https://smartmatertech.weebly.com/buckling-2283331283.html)
02:53:35	58690/58690	---M--	200	added ('OK')	image/jpeg	etag:%225676bbe074576f0c6b3764211793fc31%22	https://smartmatertech.weebly.com/uploads/1/3/2/8/132868807/103975c1d4e09cf790cfd4f2b1e5f4a_orig.jpg	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/uploads/1/3/2/8/132868807/103975c1d4e09cf790cfd4f2b1e5f4a_orig.jpg	(from https://smartmatertech.weebly.com/buckling-2283331283.html)
02:53:36	101461/101461	---M--	200	added ('OK')	image/jpeg	etag:%220cd44686217cdd0a2a00a1434bfcdd1b%22	https://smartmatertech.weebly.com/uploads/1/3/2/8/132868807/70dd74c603ae2a93e68bc13d9d9cf1e_orig.jpg	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/uploads/1/3/2/8/132868807/70dd74c603ae2a93e68bc13d9d9cf1e_orig.jpg	(from https://smartmatertech.weebly.com/buckling-2283331283.html)
02:53:36	99436/99436	---M--	200	added ('OK')	image/jpeg	etag:%2281a50a50537343ef2ed00b31a01ae275%22	https://smartmatertech.weebly.com/uploads/1/3/2/8/132868807/75896fa0c4e4dd19a8dffeb509631dc_orig.jpg	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/uploads/1/3/2/8/132868807/75896fa0c4e4dd19a8dffeb509631dc_orig.jpg	(from https://smartmatertech.weebly.com/buckling-2283331283.html)
02:53:36	148043/148043	---M--	200	added ('OK')	image/jpeg	etag:%22e85c0e076e8ad29abe1681b02d8c2279%22	https://smartmatertech.weebly.com/uploads/1/3/2/8/132868807/gel-stretched_orig.jpg	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/uploads/1/3/2/8/132868807/gel-stretched_orig.jpg	(from https://smartmatertech.weebly.com/buckling-2283331283.html)
02:53:37	206410/206410	---M--	200	added ('OK')	image/jpeg	etag:%22b3fc4ec75c4dc7a2b9a583a8653abb34%22	https://smartmatertech.weebly.com/uploads/1/3/2/8/132868807/droplet_orig.jpg	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/uploads/1/3/2/8/132868807/droplet_orig.jpg	(from https://smartmatertech.weebly.com/buckling-2283331283.html)
02:53:37	974522/974522	---M--	200	added ('OK')	image/gif	etag:%2242937504818e6a443570711704a21450%22	https://smartmatertech.weebly.com/uploads/1/3/2/8/132868807/q05a25-animation_orig.gif	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/uploads/1/3/2/8/132868807/q05a25-animation_orig.gif	(from https://smartmatertech.weebly.com/buckling-2283331283.html)
02:53:37	1039754/1039754	---M--	200	added ('OK')	image/gif	etag:%227a52b1d95d9583d86b1d162aff161259%22	https://smartmatertech.weebly.com/uploads/1/3/2/8/132868807/q25ah3-animation_orig.gif	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/uploads/1/3/2/8/132868807/q25ah3-animation_orig.gif	(from https://smartmatertech.weebly.com/buckling-2283331283.html)
02:53:38	190434/190434	---M--	200	added ('OK')	image/gif	etag:%2222893aaaeed6894c9ce04f8ae402e6f5%22	https://smartmatertech.weebly.com/uploads/1/3/2/8/132868807/q05a25-local-animation_orig.gif	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/uploads/1/3/2/8/132868807/q05a25-local-animation_orig.gif	(from https://smartmatertech.weebly.com/buckling-2283331283.html)
02:53:38	66266/66266	---M--	200	added ('OK')	image/jpeg	etag:%220fdc06428f05a8414cc90d9eb15060c4%22	https://smartmatertech.weebly.com/uploads/1/3/2/8/132868807/buckling-of-eva-upon-cooling-orig_orig.jpg	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/uploads/1/3/2/8/132868807/buckling-of-eva-upon-cooling-orig_orig.jpg	(from https://smartmatertech.weebly.com/constrained-recovery-of-2way-eva.html)
02:53:38	87800/87800	---M--	200	added ('OK')	image/jpeg	etag:%2208a96e8c54baae7a078e0328de9e3561%22	https://smartmatertech.weebly.com/uploads/1/3/2/8/132868807/editor/23ff97ef8e273b986d7a67eb2503533.jpg?1719943592	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/uploads/1/3/2/8/132868807/editor/23ff97ef8e273b986d7a67eb250353321b2.jpg	(from https://smartmatertech.weebly.com/constrained-recovery-of-2way-eva.html)
02:53:38	17410/17410	---M--	200	added ('OK')	image/gif	etag:%22b8b0af9ed679be993f492020ded25ae5%22	https://smartmatertech.weebly.com/uploads/1/3/2/8/132868807/published/clipboard01-20260508a.gif?1778177531	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/uploads/1/3/2/8/132868807/published/clipboard01-20260508a3c21.gif	(from https://smartmatertech.weebly.com/constrained-recovery-of-2way-eva.html)
02:53:39	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Jul%202026%2018:51:14%20GMT	https://smartmatertech.weebly.com/%22/uploads/1/3/2/8/132868807/background-images/1701166474.jpg%22	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/_/uploads/1/3/2/8/132868807/background-images/1701166474.jpg_	(from https://smartmatertech.weebly.com/constrained-recovery-of-2way-eva.html)
02:53:39	1207126/1207126	---M--	200	added ('OK')	image/gif	etag:%221d0a1336ceaac53d9b72e149dde0399a%22	https://smartmatertech.weebly.com/uploads/1/3/2/8/132868807/j86dp-81tdxv_orig.gif	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/uploads/1/3/2/8/132868807/j86dp-81tdxv_orig.gif	(from https://smartmatertech.weebly.com/shape-memory-structures.html)
02:53:39	48132/48132	---M--	200	added ('OK')	image/jpeg	etag:%22a25834800c405934f2bc31e9897e3c6a%22	https://smartmatertech.weebly.com/uploads/1/3/2/8/132868807/published/f1599a774acd3f900639aac1dc9f8a0.jpg?1743608209	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/uploads/1/3/2/8/132868807/published/f1599a774acd3f900639aac1dc9f8a05f97.jpg	(from https://smartmatertech.weebly.com/shape-memory-structures.html)
02:53:40	32889/32889	---M--	200	added ('OK')	image/jpeg	etag:%22717aef12cae687aa35d6159674cfdd79%22	https://smartmatertech.weebly.com/uploads/1/3/2/8/132868807/published/72d2402f371fb487ca7c8bf0ca5a9a4.jpg?1743608192	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/uploads/1/3/2/8/132868807/published/72d2402f371fb487ca7c8bf0ca5a9a4e22e.jpg	(from https://smartmatertech.weebly.com/shape-memory-structures.html)
02:53:40	74996/74996	---M--	200	added ('OK')	image/jpeg	etag:%22628be7613cd935a93fc223013da3b9f7%22	https://smartmatertech.weebly.com/uploads/1/3/2/8/132868807/published/6d5fbac9d4a97e06f0c871ecb9ffeee.jpg?1743608283	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/uploads/1/3/2/8/132868807/published/6d5fbac9d4a97e06f0c871ecb9ffeeed505.jpg	(from https://smartmatertech.weebly.com/shape-memory-structures.html)
02:53:40	42506/42506	---M--	200	added ('OK')	image/jpeg	etag:%22cf11cee881eaa68a00046011a4505a8f%22	https://smartmatertech.weebly.com/uploads/1/3/2/8/132868807/published/a89f4c4384692d022d90fe4050d611c.jpg?1744113811	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/uploads/1/3/2/8/132868807/published/a89f4c4384692d022d90fe4050d611c146d.jpg	(from https://smartmatertech.weebly.com/shape-memory-structures.html)
02:53:41	139353/139353	---M--	200	added ('OK')	image/jpeg	etag:%22e7a95bfe3a7efefbd5af06e1187fc712%22	https://smartmatertech.weebly.com/uploads/1/3/2/8/132868807/20250428ab_orig.jpg	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/uploads/1/3/2/8/132868807/20250428ab_orig.jpg	(from https://smartmatertech.weebly.com/shape-memory-structures.html)
02:53:41	701319/701319	---M--	200	added ('OK')	image/png	etag:%22ef15190d244fa68f9fba71190c7b9490%22	https://smartmatertech.weebly.com/uploads/1/3/2/8/132868807/drawing1qdwederfrfgtrgty-pngab_orig.png	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/uploads/1/3/2/8/132868807/drawing1qdwederfrfgtrgty-pngab_orig.png	(from https://smartmatertech.weebly.com/shape-memory-structures.html)
02:53:41	200645/200645	---M--	200	added ('OK')	image/jpeg	etag:%2233f76b2f4ee195156fafb11fc534be32%22	https://smartmatertech.weebly.com/uploads/1/3/2/8/132868807/clipboard01cevtrgbvtyrhbyujuik_orig.jpg	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/uploads/1/3/2/8/132868807/clipboard01cevtrgbvtyrhbyujuik_orig.jpg	(from https://smartmatertech.weebly.com/shape-memory-structures.html)
02:53:42	26615/26615	---M--	200	added ('OK')	image/png	etag:%22fef2909f5a91a907604c52a6b5fb72ad%22	https://smartmatertech.weebly.com/uploads/1/3/2/8/132868807/untitledswdewderfrefrt_orig.png	C:/My%20Web%20Sites/my_weebly_backup/smartmatertech.weebly.com/uploads/1/3/2/8/132868807/untitledswdewderfrefrt_orig.png	(from https://smartmatertech.weebly.com/shape-memory-structures.html)
